;Razón Social;Marca;Importe;Fecha;Provincia;CCAA;CIF;Axesor URL;Dirección;Constitución;CNAE;SIC
7449;DRUM BEAT STATION, S.L.;DRUM BEAT STATION, S.L;16.500,00 €;23/12/2010;Madrid;Madrid, Comunidad de;B85817757;;;;;
7450;GOURMET FUNTASTYCO, S.L.;GOURMET FUNTASTYCO;50.000,00 €;23/12/2010;Madrid;Madrid, Comunidad de;B86012416;;;;;
7451;GRUPO SUTUVIA, S.L.;GRUPO SUTUVIA;26.000,00 €;23/12/2010;Madrid;Madrid, Comunidad de;B85974038;;;;;
7452;TAKSEE MOBILITY, S.L.;TAKSEE;35.500,00 €;23/12/2010;Madrid;Madrid, Comunidad de;B85912913;;;;;
7453;TORRICO ASESORES, S.L.;TORRICO ASESORES;30.464,00 €;27/01/2011;Madrid;Madrid, Comunidad de;B86069234;;;;;
7454;SUNNYBRO CAPITAL, S.L.;SUNNYBRO CAPITAL;45.000,00 €;27/01/2011;Madrid;Madrid, Comunidad de;B86086246;;;;;
7455;UNICCOS ONLINE, S.L.;UNICCOS;45.445,00 €;27/01/2011;Madrid;Madrid, Comunidad de;B86012002;;;;;
7456;TACHI GROUP MAQUILLAJE Y FOTOGRAFIA, S.L.;TACHI GROUP;50.000,00 €;27/01/2011;Madrid;Madrid, Comunidad de;B86017399;;;;;
7457;ACRIGEL UÑAS, S.L.;ACRIGEL UÑAS;36.000,00 €;27/01/2011;Madrid;Madrid, Comunidad de;;;;;;
7458;VIFRA SERVICIOS INTEGRALES, S.L.;VIFRA (MARIA TERRONES);35.250,00 €;27/01/2011;Madrid;Madrid, Comunidad de;B84731637;;;;;
7459;PIMAPA ASESORES, S.L.U.;PIMAPA;34.390,00 €;27/01/2011;Madrid;Madrid, Comunidad de;;;;;;
7460;THE YIGIBEE COMPANY, S.L.;YIGIBEE;48.800,00 €;27/01/2011;Madrid;Madrid, Comunidad de;B85994465;;;;;
7461;1DAYPRICE, S.L.;1 DAY PRICE;30.000,00 €;03/02/2011;Madrid;Madrid, Comunidad de;B85844579;;;;;
7462;SEJO ASESORES, S.L.U.;SEJO ASESORES;33.900,00 €;03/02/2011;Madrid;Madrid, Comunidad de;;;;;;
7463;TOP CONSULTANT SOFTWARE CREATIONS, S.L.;TOP CONSULTANT;35.400,00 €;03/02/2011;Madrid;Madrid, Comunidad de;B85728327;;;;;
7464;TRIAVIP, S.L.;TRIAVIP;40.000,00 €;03/02/2011;Madrid;Madrid, Comunidad de;B86068871;;;;;
7465;TRIAVIP, S.L.;TRIAVIP;40.000,00 €;03/02/2011;Madrid;Madrid, Comunidad de;B86068871;;;;;
7466;PROSULTING, S.L.N.E.;PROSULTING;21.435,00 €;03/02/2011;Madrid;Madrid, Comunidad de;B86008141;;;;;
7467;PIDE MESA SERVICIOS ONLINE, S.L.;PIDE MESA;30.082,00 €;10/02/2011;Madrid;Madrid, Comunidad de;B85810539;;;;;
7468;POSICIONAMIENTO EN INTERNET, S.L.;POSICIONAMIENTO EN INTERNET;36.000,00 €;10/02/2011;Madrid;Madrid, Comunidad de;B85693166;;;;;
7469;SQUARE VENTURES SL;SQUARE VENTURES SL (antigua SQUARE PUBLICIDAD);31.960,00 €;17/02/2011;Madrid;Madrid, Comunidad de;B86010162;;;;;
7470;ACUÑA REYES INVERSIONES, S.L.N.E.;ACUÑA REYES INVERSIONES;43.808,00 €;17/02/2011;Madrid;Madrid, Comunidad de;;;;;;
7471;XYLOS KAOVA, S.L.;XYLOS KAOVA;35.829,00 €;17/02/2011;Madrid;Madrid, Comunidad de;B85853059;;;;;
7472;MI CONSULTORIA, S.L.;MI CONSULTORIA;16.160,00 €;17/02/2011;Madrid;Madrid, Comunidad de;B85674596;;;;;
7473;AGROTECH & FINANCE, S.L.;AGROTECH&FINANCE;16.968,00 €;24/02/2011;Madrid;Madrid, Comunidad de;;;;;;
7474;BLINKLEARNING, S.L.;BLINKLEARNING;42.135,00 €;24/02/2011;Madrid;Madrid, Comunidad de;B85910024;;;;;
7475;JOMADENA INVERSIONES, S.L.U.;JOMADENA;33.000,00 €;24/02/2011;Madrid;Madrid, Comunidad de;;;;;;
7476;BLUE SOSTENIBLE, S.L.;BLUE SOSTENIBLE, SL;40.000,00 €;10/03/2011;Madrid;Madrid, Comunidad de;B86038064;;;;;
7477;BLUE SOSTENIBLE, S.L.;BLUE SOSTENIBLE, SL;40.000,00 €;10/03/2011;Madrid;Madrid, Comunidad de;B86038064;;;;;
7478;I OFFICE 2009, S.L.P.;I OFFICE (I BAU ARQUITECTOS);28.000,00 €;10/03/2011;Madrid;Madrid, Comunidad de;B85970705;;;;;
7479;DE RASCHE Y PEREIRA MENAUT EDITORES, S.L.;DERASCHE;38.000,00 €;17/03/2011;Madrid;Madrid, Comunidad de;B85980688;;;;;
7480;TEGNOLOGY POWER LIGHT ESPAÑA, S.L.;TEGNOLOGY POWER LIGHT;38.760,00 €;17/03/2011;Madrid;Madrid, Comunidad de;;;;;;
7481;ZEUSGUTI INGENIERIA, S.L.;ZEUSGUTI;39.000,00 €;17/03/2011;Madrid;Madrid, Comunidad de;B86076551;;;;;
7482;PIXELNEWS, S.L.;PIXELNEWS;42.000,00 €;24/03/2011;Madrid;Madrid, Comunidad de;B86093119;;;;;
7483;YOD APLICACIONES XXI, S.L.;YOD APLICACIONES;50.000,00 €;24/03/2011;Madrid;Madrid, Comunidad de;B86011889;;;;;
7484;JARATECH SOCIAL TECHNOLOGIES, S.L.;JARATECH;32.000,00 €;24/03/2011;Madrid;Madrid, Comunidad de;B85710994;;;;;
7485;D SILOS BRIANSO 2010, S.L.;D SILOS;30.000,00 €;24/03/2011;Madrid;Madrid, Comunidad de;B85947513;;;;;
7486;MEIGEN 2010 PROYECTOS Y HOSTELERIA, S.L.;MEIGEN 2010 PROYECTOS Y HOSTELERIA, SL;36.677,00 €;28/04/2011;Madrid;Madrid, Comunidad de;;;;;;
7487;VIRIATO INCIATIVAS DE INVERSION, S.L.;VIRIATO INCIATIVAS DE INVERSION, SL;22.500,00 €;07/04/2011;Madrid;Madrid, Comunidad de;;;;;;
7488;IRIDA IBERICA, S.L.;IRIDA IBERICA, SL;25.000,00 €;07/04/2011;Madrid;Madrid, Comunidad de;B86015872;;;;;
7489;IRIDA IBERICA, S.L.;IRIDA IBERICA, SL;25.000,00 €;07/04/2011;Madrid;Madrid, Comunidad de;B86015872;;;;;
7490;CONFERENCIAS XXI, S.L.;CONFERENCIAS XXI, SL;22.386,00 €;07/04/2011;Madrid;Madrid, Comunidad de;B86115714;;;;;
7491;FROOZE SISTEMAS, S.L.;FROOZE SISTEMAS, SL;7.709,00 €;28/04/2011;Madrid;Madrid, Comunidad de;B86069887;;;;;
7492;FACERE PECUNIA, S.L.;FACERE PECUNIA, SL;30.600,00 €;14/04/2011;Madrid;Madrid, Comunidad de;B86030467;;;;;
7493;ALLGRASS SUPERFICIES SOSTENIBLES, S.L.;ALLGRASS SUPERFICIES SOSTENIBLES, SL;42.669,00 €;14/04/2011;Madrid;Madrid, Comunidad de;B86086832;;;;;
7494;LA TIERRA ES PLANA, S.L.;LA TIERRA ES PLANA, SL;40.000,00 €;14/04/2011;Madrid;Madrid, Comunidad de;B86105293;;;;;
7495;SWEET SERENDIPITY, S.L.;SWEET SERENDIPITY, SL;42.000,00 €;14/04/2011;Madrid;Madrid, Comunidad de;B86154366;;;;;
7496;EL ORO DE LOS ANDES, S.L.;EL ORO DE LOS ANDES, SL;22.000,00 €;28/04/2011;Madrid;Madrid, Comunidad de;B85893246;;;;;
7497;EVIDENCIAS CERTIFICADAS, S.L.;EVIDENCIAS CERTIFICADAS, SL;50.000,00 €;07/04/2011;Madrid;Madrid, Comunidad de;B86021839;;;;;
7498;EVIDENCIAS CERTIFICADAS, S.L.;EVIDENCIAS CERTIFICADAS, SL;50.000,00 €;07/04/2011;Madrid;Madrid, Comunidad de;B86021839;;;;;
7499;LATERAL PHOTO COMPANY, S.L.;LATERAL PHOTO COMPANY, SL;40.000,00 €;19/05/2011;Madrid;Madrid, Comunidad de;B85966547;;;;;
7500;DAVID MATELLANES ESTUDIO, S.L.;DAVID MATELLANES ESTUDIO, SL;42.000,00 €;19/05/2011;Madrid;Madrid, Comunidad de;B86058088;;;;;
7501;ALQUILER TECNOLOGICO IRENT, S.L.U.;ALQUILER TECNOLOGICO IRENT, SLU;44.500,00 €;05/05/2011;Madrid;Madrid, Comunidad de;;;;;;
7502;GESTIONES DURAN, S.L.;GESTIONES DURAN, SL;40.000,00 €;19/05/2011;Madrid;Madrid, Comunidad de;B85196178;;;;;
7503;BUENA MANDARINA, S.L.;BUENA MANDARINA, SL;50.000,00 €;19/05/2011;Madrid;Madrid, Comunidad de;B86075595;;;;;
7504;ADALID TECNOLOGIA, S.L.;ADALID TECNOLOGIA, SL;40.000,00 €;26/05/2011;Madrid;Madrid, Comunidad de;B86178597;;;;;
7505;SEPA GESTIONES, S.L.;SEPA GESTIONES, SL;43.000,00 €;26/05/2011;Madrid;Madrid, Comunidad de;B86169067;;;;;
7506;DESTINITY, S.L.;DESTINITY, SL;42.860,00 €;09/06/2011;Madrid;Madrid, Comunidad de;B86082203;;;;;
7507;MEDIAMORPHOSIS 13, S.L.;MEDIAMORPHOSIS 13, SL;44.000,00 €;02/06/2011;Madrid;Madrid, Comunidad de;B86077500;;;;;
7508;REDES FORMACION Y CONSULTORIA, S.L.;REDES FORMACION Y CONSULTORIA, SL;15.000,00 €;02/06/2011;Madrid;Madrid, Comunidad de;B85928117;;;;;
7509;YOFARMA DISTRIBUCIÓN, S.L.;YOFARMA DISTRIBUCIÓN S.L;42.000,00 €;13/06/2011;Madrid;Madrid, Comunidad de;;;;;;
7510;TRASTO TATOO, S.L.;TRASTO TATOO, SL;28.500,00 €;09/06/2011;Madrid;Madrid, Comunidad de;;;;;;
7511;TEMASFALT;TEMASFALT;30.000,00 €;09/06/2011;Madrid;Madrid, Comunidad de;;;;;;
7512;SALESREFS NETWORK, S.L.;SALESREFS NETWORK, SL;40.000,00 €;09/06/2011;Madrid;Madrid, Comunidad de;B86593514;;;;;
7513;DRAGONES Y PRINCESAS, S.L.;DRAGONES Y PRINCESAS, SL;39.000,00 €;16/06/2011;Madrid;Madrid, Comunidad de;B86105731;;;;;
7514;ROYADRI GESTION, S.L.U.;ROYADRI GESTION, SLU;38.000,00 €;16/06/2011;Madrid;Madrid, Comunidad de;;;;;;
7515;ABSERVE, S.L.;ABSERVE, SL;41.000,00 €;24/06/2011;Madrid;Madrid, Comunidad de;B86146297;;;;;
7516;MEDLUMICS, S.L.;MEDLUMICS;50.000,00 €;07/07/2011;Madrid;Madrid, Comunidad de;B39705751;;;;;
7517;MEDLUMICS, S.L.;MEDLUMICS;50.000,00 €;07/07/2011;Madrid;Madrid, Comunidad de;B39705751;;;;;
7518;ECO ELHAZ, S.L.;ECO ELHAZ, SL;42.000,00 €;07/07/2011;Madrid;Madrid, Comunidad de;B86083631;;;;;
7519;TORRELAGUNA GREENWOLD, S.L.;TORRELAGUNA GREENWOLD, SL;27.000,00 €;01/07/2011;Madrid;Madrid, Comunidad de;;;;;;
7520;PAT & CAN 2010, S.L.;PAT & CAN 2010, SL;35.000,00 €;01/07/2011;Madrid;Madrid, Comunidad de;;;;;;
7521;MADRIGAL, SUAREZ & EDERLI, S.L.;MADRIGAL, SUAREZ & EDERLI, SL;28.000,00 €;01/07/2011;Madrid;Madrid, Comunidad de;;;;;;
7522;LOBECA MANAGEMENT, S.L.;LOBECA MANAGEMENT, SL;30.000,00 €;01/07/2011;Madrid;Madrid, Comunidad de;B86090446;;;;;
7523;GABINETE MEDICO Y PSICOTECNICO HUMANES MADRID, S.L.;GABINETE MEDICO Y PSICOTECNICO HUMANES MADRID, SL;45.000,00 €;01/07/2011;Madrid;Madrid, Comunidad de;;;;;;
7524;SIRIOLGA, S.L.;SIRIOLGA, SL;32.000,00 €;07/07/2011;Madrid;Madrid, Comunidad de;B85852291;;;;;
7525;CALGASANT GESTION, S.L.;CALGASANT GESTION, SL;50.000,00 €;07/07/2011;Madrid;Madrid, Comunidad de;B86226412;;;;;
7526;GEAZEN, S.L.;GEAZEN, SL;45.000,00 €;07/07/2011;Madrid;Madrid, Comunidad de;B86058591;;;;;
7527;ESCUELAS INFANTILES MORADO, S.L.;ESCUELAS INFANTILES MORADO, SL;42.000,00 €;14/07/2011;Madrid;Madrid, Comunidad de;B86180601;;;;;
7528;HAY CANAL WEB, S.L.;HAY CANAL WEB, SL;18.000,00 €;14/07/2011;Madrid;Madrid, Comunidad de;B86049319;;;;;
7529;MAGICAS FANTASIAS, S.L.;MAGICAS FANTASIAS, SL;20.000,00 €;01/09/2011;Madrid;Madrid, Comunidad de;;;;;;
7530;CLICK COUTURE, S.L.;CLICK COUTURE, SL;30.000,00 €;21/07/2011;Madrid;Madrid, Comunidad de;B86179686;;;;;
7531;COME Y CAÑA 2011, S.L.;COME Y CAÑA 2011, SL;32.000,00 €;28/07/2011;Madrid;Madrid, Comunidad de;;;;;;
7532;VARANO MULTIMEDIA, S.L.;VARANO MULTIMEDIA;30.000,00 €;21/07/2011;Madrid;Madrid, Comunidad de;B86201159;;;;;
7533;TADESA, S.L.;TADESA, SL;29.000,00 €;21/07/2011;Madrid;Madrid, Comunidad de;;;;;;
7534;SUMINISTROS DSA 2011, S.L.;SUMINISTROS DSA 2011, SL;35.000,00 €;08/09/2011;Madrid;Madrid, Comunidad de;B86133337;;;;;
7535;NOTRE BONHEUR, S.L.;NOTRE BONHEUR, SL;45.000,00 €;01/09/2011;Madrid;Madrid, Comunidad de;B86051778;;;;;
7536;LAR DE LARA, S.L.;LAR DE LARA, SL;50.000,00 €;28/07/2011;Madrid;Madrid, Comunidad de;B86237757;;;;;
7537;JUST NOVIAS, S.L.;JUST NOVIAS, SL;34.000,00 €;01/09/2011;Madrid;Madrid, Comunidad de;B86168770;;;;;
7538;IÑAKI GURRUCHAGA PEREZ, S.L.;IÑAKI GURRUCHAGA PEREZ, SL;50.000,00 €;21/07/2011;Madrid;Madrid, Comunidad de;;;;;;
7539;IDEAS CREATIVAS DE OPERACIÓN, S.L.;IDEAS CREATIVAS DE OPERACIÓN, SL;39.000,00 €;01/09/2011;Madrid;Madrid, Comunidad de;;;;;;
7540;ASAREN ORBIS, S.L.;ASAREN ORBIS, SL;20.000,00 €;06/10/2011;Madrid;Madrid, Comunidad de;B85791598;;;;;
7541;DUEL GAMERS, S.L.;DUEL GAMERS, SL;33.000,00 €;28/07/2011;Madrid;Madrid, Comunidad de;B86206141;;;;;
7542;SERVICIOS SIGNADOS, S.L.;SERVICIOS SIGNADOS, SL;37.000,00 €;28/07/2011;Madrid;Madrid, Comunidad de;B86205754;;;;;
7543;SONAR VENTURES, S.L.;SONAR VENTURES, SL;50.000,00 €;28/07/2011;Madrid;Madrid, Comunidad de;B86205770;;;;;
7544;LOTERIA LOS DUENDES YAIZA Y MIGUEL, S.L.;LOTERIA LOS DUENDES YAIZA Y MIGUEL, SL;50.000,00 €;15/09/2011;Madrid;Madrid, Comunidad de;B86141546;;;;;
7545;CLIPBOOK, S.L.;CLIPBOOK, SL;50.000,00 €;22/09/2011;Madrid;Madrid, Comunidad de;B86168713;;;;;
7546;M MIND ROOM, S.L.;M MIND ROOM, SL;40.000,00 €;15/09/2011;Madrid;Madrid, Comunidad de;B85830669;;;;;
7547;SOCIAL MALL, S.L.;SOCIAL MALL, SL;35.000,00 €;29/09/2011;Madrid;Madrid, Comunidad de;B86180833;;;;;
7548;ANGELES DEL SOL, S.L.;ANGELES DEL SOL, SL;35.000,00 €;08/09/2011;Madrid;Madrid, Comunidad de;B86123718;;;;;
7549;NETCORV MEDIA, S.L.;NETCORV MEDIA, SL;50.000,00 €;29/09/2011;Madrid;Madrid, Comunidad de;B86226537;;;;;
7550;DIVINA MORENA, S.L.;DIVINA MORENA, SL;30.000,00 €;22/12/2011;Madrid;Madrid, Comunidad de;B86039146;;;;;
7551;EMPEL NETWORKS;EMPEL NETWORKS;50.000,00 €;13/10/2011;Madrid;Madrid, Comunidad de;;;;;;
7552;DIRECTOR 11 ONLINE CLUB MANAGEMENT, S.L.;DIRECTOR 11 ONLINE CLUB MANAGEMENT, SL;43.000,00 €;22/09/2011;Madrid;Madrid, Comunidad de;B86252244;;;;;
7553;INNOVATIVE MOBILE APPS EUROPE, S.L.;INNOVATIVE MOBILE APPS EUROPE, SL;50.000,00 €;20/10/2011;Madrid;Madrid, Comunidad de;B47680731;;;;;
7554;INNOVATIVE MOBILE APPS EUROPE, S.L.;INNOVATIVE MOBILE APPS EUROPE, SL;50.000,00 €;20/10/2011;Madrid;Madrid, Comunidad de;B47680731;;;;;
7555;MADRID EXCELENCIA EDUCATIVA, S.L.;MADRID EXCELENCIA EDUCATIVA, SL;50.000,00 €;29/09/2011;Madrid;Madrid, Comunidad de;B85999803;;;;;
7556;IFACTURAE, S.L.;IFACTURAE, SL;40.000,00 €;23/09/2011;Madrid;Madrid, Comunidad de;B86232824;;;;;
7557;MANDARIN EVENTOS, S.L.;MANDARIN EVENTOS;48.000,00 €;07/10/2011;Madrid;Madrid, Comunidad de;B86105830;;;;;
7558;MANDARIN EVENTOS, S.L.;MANDARIN EVENTOS;48.000,00 €;07/10/2011;Madrid;Madrid, Comunidad de;B86105830;;;;;
7559;CLUB KVIAR, S.L.;CLUB KVIAR, SL;50.000,00 €;06/10/2011;Madrid;Madrid, Comunidad de;B86276797;;;;;
7560;GRUPO SEGUNDO SIGLO XXI, S.L.;GRUPO SEGUNDO SIGLO XXI, SL;45.000,00 €;29/09/2011;Madrid;Madrid, Comunidad de;B86094604;;;;;
7561;TOM BLACK, S.L.;TOM BLACK (antigua YOUR TAILOR VIP, SL);40.000,00 €;30/09/2011;Madrid;Madrid, Comunidad de;B86241262;;;;;
7562;WE ARE KNITTERS, S.L.;WEAREKNITTERS;45.000,00 €;29/09/2011;Madrid;Madrid, Comunidad de;B86080595;;;;;
7563;WE ARE KNITTERS, S.L.;WEAREKNITTERS;45.000,00 €;29/09/2011;Madrid;Madrid, Comunidad de;B86080595;;;;;
7564;WE ARE KNITTERS, S.L.;WEAREKNITTERS;45.000,00 €;29/09/2011;Madrid;Madrid, Comunidad de;B86080595;;;;;
7565;ALCOLEA&ABELLAN, S.L.;ALCOLEA&ABELLAN, SL;32.000,00 €;22/09/2011;Madrid;Madrid, Comunidad de;;;;;;
7566;MY LIFE SAVING, S.L.;MY LIFE SAVING, SL;42.500,00 €;13/10/2011;Madrid;Madrid, Comunidad de;B86177276;;;;;
7567;STOCK TREND, S.L.;STOCK TREND, SL;50.000,00 €;30/09/2011;Madrid;Madrid, Comunidad de;B85895688;;;;;
7568;LOGISTICA AGUARON, S.L.;LOGISTICA AGUARON, SL;39.000,00 €;06/10/2011;Madrid;Madrid, Comunidad de;B86262664;;;;;
7569;GOORMEET FOOD NETWORK, S.L.;GOORMEET FOOD NETWORK, SL;50.000,00 €;06/10/2011;Madrid;Madrid, Comunidad de;B86188661;;;;;
7570;MAILA MODA Y DISEÑO, S.L.;MAILA MODA Y DISEÑO, SL;45.000,00 €;30/09/2011;Madrid;Madrid, Comunidad de;;;;;;
7571;GLOBAL SPORT DESIGN, S.L.;GLOBAL SPORT DESIGN, SL;50.000,00 €;30/09/2011;Madrid;Madrid, Comunidad de;B86247434;;;;;
7572;NABOO CRUISER, S.L.;NABOO CRUISER, SL;43.000,00 €;20/10/2011;Madrid;Madrid, Comunidad de;B85741486;;;;;
7573;VI COOL MADRID 2011, S.L.;VI COOL MADRID 2011, SL;50.000,00 €;13/10/2011;Madrid;Madrid, Comunidad de;B86198397;;;;;
7574;ESTRADICION GROUP SL (ETNIAGORAL, SL);ESTRADICION GROUP (ETNIAGORAL);35.000,00 €;13/10/2011;Madrid;Madrid, Comunidad de;;;;;;
7575;ABCD&ABAD, S.L.U.;ABCD&ABAD, SLU;37.000,00 €;27/10/2011;Madrid;Madrid, Comunidad de;;;;;;
7576;ESPAÑA PRODUCE, S.L.;ESPAÑA PRODUCE, SL;45.000,00 €;28/10/2011;Madrid;Madrid, Comunidad de;;;;;;
7577;KOLISEO SOCIAL TICKETS, S.L.;KOLISEO SOCIAL TICKETS, SL;50.000,00 €;03/11/2011;Madrid;Madrid, Comunidad de;B38997367;;;;;
7578;ALIMENTACION Y DISTRIBUCION CELMART, S.L.L.;ALIMENTACION Y DISTRIBUCION CELMART, SLL;50.000,00 €;27/10/2011;Madrid;Madrid, Comunidad de;B86090974;;;;;
7579;HAIKU THE SAINT, S.L.;HAIKU THE SAINT, SL;43.000,00 €;27/10/2011;Madrid;Madrid, Comunidad de;B86278603;;;;;
7580;NAIVE SPAIN, S.L.;NAIVE SPAIN, SL;38.000,00 €;27/10/2011;Madrid;Madrid, Comunidad de;B85786721;;;;;
7581;COLECTIVO ONLINE, S.L.;COLECTIVO ONLINE, SL;41.000,00 €;21/10/2011;Madrid;Madrid, Comunidad de;B86049939;;;;;
7582;NEW FITNESS HEALTH COMPANY, S.L.;NEW FITNESS HEALTH COMPANY;50.000,00 €;18/11/2011;Madrid;Madrid, Comunidad de;;;;;;
7583;MADRID URBAN GOLF, S.L.;MADRID URBAN GOLF, SL;50.000,00 €;27/10/2011;Madrid;Madrid, Comunidad de;B86064573;;;;;
7584;INSTITUTO MEDICO ESTETICO SALUD, BELLEZA Y BIENESTAR, S.L.;INSTITUTO MEDICO ESTETICO SALUD, BELLEZA Y BIENEST;46.000,00 €;28/10/2011;Madrid;Madrid, Comunidad de;B86255809;;;;;
7585;FAST URBAN, S.L.;FAST URBAN, SL;50.000,00 €;27/10/2011;Madrid;Madrid, Comunidad de;B86196466;;;;;
7586;RECUPERACIONES CAROLINA, S.L.;RECUPERACIONES CAROLINA, SL;30.000,00 €;02/02/2012;Madrid;Madrid, Comunidad de;B86196003;;;;;
7587;TOKONAMA HOME QUALITY, S.L.;TOKONAMA HOME QUALITY, SL;35.000,00 €;25/11/2011;Madrid;Madrid, Comunidad de;B86249927;;;;;
7588;NAYSEL ENTERTAINMENT, S.L.;NAYSEL ENTERTAINMENT, SL;30.000,00 €;10/11/2011;Madrid;Madrid, Comunidad de;B86207016;;;;;
7589;PROYECTOS CALLEJA KINDELAN, S.L.U.;PROYECTOS CALLEJA KINDELAN, SLU;46.000,00 €;24/11/2011;Madrid;Madrid, Comunidad de;;;;;;
7590;AUTONEXO DIGITAL, S.L.;AUTONEXO DIGITAL, SL;46.500,00 €;17/11/2011;Madrid;Madrid, Comunidad de;B86310398;;;;;
7591;TERRAS GALEGAS RESTAURACION, S.L.;TERRAS GALEGAS RESTAURACION, SL;50.000,00 €;24/11/2011;Madrid;Madrid, Comunidad de;B86274602;;;;;
7592;GRUPO EMME CAFES, S.L.;GRUPO EMME CAFES, SL;50.000,00 €;25/11/2011;Madrid;Madrid, Comunidad de;B86249273;;;;;
7593;DO EAT FOOD, S.L.;DO EAT FOOD, SL;50.000,00 €;17/11/2011;Madrid;Madrid, Comunidad de;B86267879;;;;;
7594;LAMM SHOP, S.L.U.;LAMM SHOP, SLU;41.000,00 €;17/11/2011;Madrid;Madrid, Comunidad de;;;;;;
7595;HEALTH&BEAUTY TECHNOLOGY, S.L.;HEALTH&BEAUTY TECHNOLOGY, SL;50.000,00 €;24/11/2011;Madrid;Madrid, Comunidad de;;;;;;
7596;WEB MENÚS, S.L.;WEB MENÚS, SL;49.000,00 €;17/11/2011;Coruña, A;Galicia;;;;;;
7597;QUEERPON ESPAÑA, S.L.;QUEERPON ESPAÑA, SL;50.000,00 €;18/11/2011;Madrid;Madrid, Comunidad de;;;;;;
7598;NEKANDA, S.L.;NEKANDA, SL;50.000,00 €;24/11/2011;Madrid;Madrid, Comunidad de;B86162971;;;;;
7599;ALAL COMPLEMENTOS PARA MASCOTA, S.L.;ALAL COMPLEMENTOS PARA MASCOTA, SL;41.000,00 €;24/11/2011;Madrid;Madrid, Comunidad de;;;;;;
7600;CHEZ GABRIELLE, S.L.;CHEZ GABRIELLE, SL;41.000,00 €;18/11/2011;Madrid;Madrid, Comunidad de;B86277381;;;;;
7601;WASABI APPS, S.L.;WASABI APPS, SL;50.000,00 €;09/12/2011;Madrid;Madrid, Comunidad de;B86192150;;;;;
7602;ENVIOPLUS TARGETED SOLUTIONS, S.L.;ENVIOPLUS TARGETED SOLUTIONS, SL;47.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;;;;;;
7603;AMIGOS PARK, S.L.;AMIGOS PARK, SL;50.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B86294774;;;;;
7604;INSOLENT RIDER, S.L.U.;INSOLENT RIDER, SLU;17.000,00 €;09/12/2011;Madrid;Madrid, Comunidad de;;;;;;
7605;IMPULSA DEVELOPMENTS TRADING, S.L.;IMPULSA DEVELOPMENTS TRADING;45.000,00 €;09/12/2011;Madrid;Madrid, Comunidad de;B86326865;;;;;
7606;CENTRO MEDICO SALUD NOROESTE, S.L.;CENTRO MEDICO SALUD NOROESTE, SL;50.000,00 €;27/12/2011;Madrid;Madrid, Comunidad de;B86140944;;;;;
7607;DELIA-FRAN-ANA, S.L.;DELIA-FRAN-ANA, SL;50.000,00 €;16/12/2011;Madrid;Madrid, Comunidad de;B86218849;;;;;
7608;MOBALOO, S.L.;MOBALOO;50.000,00 €;22/12/2011;Madrid;Madrid, Comunidad de;B86014313;;;;;
7609;MOBALOO, S.L.;MOBALOO;50.000,00 €;22/12/2011;Madrid;Madrid, Comunidad de;B86014313;;;;;
7610;YURI 360º, S.L.;YURI 360º, SL;45.000,00 €;22/12/2011;Madrid;Madrid, Comunidad de;;;;;;
7611;PLANNIC NETWORKS, S.L.;PLANNIC NETWORKS, SL;45.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B85741668;;;;;
7612;ESCUELA ABIERTA DE DESARROLLO EN INGENIERIA Y CONSTRUCCION,, S.L.;EADIC;49.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B85914752;;;;;
7613;ESCUELA ABIERTA DE DESARROLLO EN INGENIERIA Y CONSTRUCCION,, S.L.;EADIC;49.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B85914752;;;;;
7614;ESCUELA ABIERTA DE DESARROLLO EN INGENIERIA Y CONSTRUCCION,, S.L.;EADIC;49.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B85914752;;;;;
7615;GLOBAL CINEMA AND TV, S.L.U.;GLOBAL CINEMA AND TV, SLU;35.000,00 €;16/12/2011;Madrid;Madrid, Comunidad de;;;;;;
7616;GLOBAL SPORT BILLIARDS, S.L.;GLOBAL SPORT BILLIARDS, SL;46.500,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B86293875;;;;;
7617;PAFF EVENTS AND PRODUCER, S.L.;PAFF EVENTS AND PRODUCER, SL;49.300,00 €;16/12/2011;Madrid;Madrid, Comunidad de;;;;;;
7618;FOODFREE GLOBAL, S.L.;FOODFREE GLOBAL, SL;50.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B86246998;;;;;
7619;DEXT DEPORTES ONLINE, S.L.;DEXT DEPORTES ONLINE, SL;50.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B86267440;;;;;
7620;LINK MOBILITY SPAIN, S.L.;(antigua DIDIMO SERVICIOS MOVILES SL);45.000,00 €;16/12/2011;Madrid;Madrid, Comunidad de;B85871333;;;;;
7621;LINK MOBILITY SPAIN, S.L.;(antigua DIDIMO SERVICIOS MOVILES SL);45.000,00 €;16/12/2011;Madrid;Madrid, Comunidad de;B85871333;;;;;
7622;TALENT OPEN SOURCES, S.L.;TALENT OPEN SOURCES;50.000,00 €;15/12/2011;Madrid;Madrid, Comunidad de;B86231917;;;;;
